,date_new,PM2.5_avg_conc,PRCP,TAVG
1507,11-02-2012,87.79166667,0,28
1508,12-02-2012,106.5416667,0,31
1509,13-02-2012,203.5416667,0,27
1510,14-02-2012,112.7916667,0,28
1511,15-02-2012,112.0416667,0,30
1512,16-02-2012,13.58333333,0,34
1513,17-02-2012,13.75,0,31
1514,18-02-2012,32.41666667,0,35
1515,19-02-2012,70.04166667,0,36
1516,20-02-2012,145.0833333,0,33
1517,21-02-2012,117.3333333,0,33
1518,22-02-2012,167.7916667,0,34
1519,23-02-2012,23.45833333,0,33
1520,24-02-2012,96.04166667,0,37
1521,25-02-2012,22.58333333,0,38
1522,26-02-2012,58.91666667,0,36
1523,27-02-2012,189.9583333,0.01,35
1524,28-02-2012,208.5833333,0,34
1525,29-02-2012,221.1111111,0,34
1526,01-03-2012,253.1666667,0,34
1527,02-03-2012,127.1666667,0,41
1528,03-03-2012,94.09090909,0,42
1529,04-03-2012,127.875,0,33
1530,05-03-2012,172.625,0,34
1531,06-03-2012,21.25,0,35
1532,07-03-2012,20,0,32
1533,08-03-2012,17.33333333,0,37
1534,09-03-2012,90.125,0,43
1535,10-03-2012,39.25,0,46
1536,11-03-2012,20.91666667,0,41
1537,12-03-2012,71.95833333,0,45
1538,13-03-2012,116.4583333,0,39
1539,14-03-2012,29.95652174,0.34,35
1540,15-03-2012,96.58333333,0,37
1541,16-03-2012,269.75,0,40
1542,17-03-2012,202.625,0,45
1543,18-03-2012,44.08333333,0,46
1544,19-03-2012,99.45833333,0.01,46
1545,20-03-2012,132.9583333,0,51
1546,21-03-2012,275.125,0,48
1547,22-03-2012,172.75,0,52
1548,23-03-2012,31.91666667,0,60
1549,24-03-2012,18.70833333,0,60
1550,25-03-2012,40.41666667,0,60
1551,26-03-2012,153.625,0,51
1552,27-03-2012,116.9166667,0,51
1553,28-03-2012,49.16666667,0,46
1554,29-03-2012,47.75,0,46
1555,30-03-2012,15.79166667,0,53
1556,31-03-2012,26.54166667,0,60
1557,01-04-2012,57.04166667,0,57
1558,02-04-2012,42.25,0,57
1559,03-04-2012,21.29166667,0,54
1560,04-04-2012,16.625,0,64
1561,05-04-2012,16.375,0,67
1562,06-04-2012,29.625,0,66
1563,07-04-2012,74,0,59
1564,08-04-2012,54.04166667,0,65
1565,09-04-2012,123.0833333,0,68
1566,10-04-2012,63.70833333,0,71
1567,11-04-2012,19.25,0,67
1568,12-04-2012,32.25,0,61
1569,13-04-2012,54.29166667,0,66
1570,14-04-2012,58.875,0,67
1571,15-04-2012,74.45833333,0.35,58
1572,16-04-2012,32.45833333,0.05,58
1573,17-04-2012,120.9166667,0.65,56
1574,18-04-2012,157.7916667,0,62
1575,19-04-2012,110.875,0,66
1576,20-04-2012,145.9166667,1.05,60
1577,21-04-2012,167,0,63
1578,22-04-2012,167.3333333,0,62
1579,23-04-2012,251.9166667,0,67
1580,24-04-2012,97.875,0,61
1581,25-04-2012,19.54166667,0,61
1582,26-04-2012,73.45833333,0,62
1583,27-04-2012,78.91304348,0,67
1584,28-04-2012,110.2083333,0,72
1585,29-04-2012,179.5416667,0,78
1586,30-04-2012,174.2916667,0,79
1587,01-05-2012,184.125,0,77
1588,02-05-2012,98.45833333,0,74
1589,03-05-2012,71.16666667,0,73
1590,04-05-2012,118.5652174,0,75
1591,05-05-2012,96.20833333,0,73
1592,06-05-2012,106.1666667,0,76
1593,07-05-2012,87.20833333,0,70
1594,08-05-2012,83.79166667,0.21,66
1595,09-05-2012,110.375,0.54,64
1596,10-05-2012,177.25,0.32,68
1597,11-05-2012,157.625,0,69
1598,12-05-2012,104.875,0,73
1599,13-05-2012,136.7083333,0,71
1600,14-05-2012,46.375,0,74
1601,15-05-2012,33.875,0,79
1602,16-05-2012,28.375,0.04,71
1603,17-05-2012,56.125,0,71
1604,18-05-2012,92.16666667,0,75
1605,19-05-2012,155.65,0,75
1606,20-05-2012,NA,0,75
1607,21-05-2012,145.1666667,0,70
1608,22-05-2012,90.125,0,76
1609,23-05-2012,32.95833333,0,78
1610,24-05-2012,35.18181818,0,79
1611,25-05-2012,53.83333333,0.08,74
1612,26-05-2012,80.54166667,0,72
1613,27-05-2012,114.2083333,0.04,69
1614,28-05-2012,128.3181818,0.02,67
1615,29-05-2012,70.625,0,72
1616,30-05-2012,13.5,0.05,72
1617,31-05-2012,65.70833333,0,76
1618,01-06-2012,76.58333333,0,82
1619,02-06-2012,126.4166667,0,77
1620,03-06-2012,167.1666667,0,80
1621,04-06-2012,114.1666667,0,82
1622,05-06-2012,59.5,0.74,79
1623,06-06-2012,148.9583333,0.01,73
1624,07-06-2012,64.54166667,0,78
1625,08-06-2012,73.5,0,77
1626,09-06-2012,111.875,0.02,74
1627,10-06-2012,13.125,0,75
1628,11-06-2012,28.41666667,0,76
1629,12-06-2012,22.33333333,0,81
1630,13-06-2012,69.875,0,87
1631,14-06-2012,10.04166667,0,84
1632,15-06-2012,10.77777778,0,78
1633,16-06-2012,24.29166667,0,79
1634,17-06-2012,75.91666667,0,81
1635,18-06-2012,174.375,0.3,76
1636,19-06-2012,182.826087,0,76
1637,20-06-2012,180.6956522,0.33,74
1638,21-06-2012,183,1.65,75
1639,22-06-2012,105.1304348,0.06,76
1640,23-06-2012,165.625,0,76
1641,24-06-2012,163.5217391,0.2,72
1642,25-06-2012,90.75,0.69,72
1643,26-06-2012,109.8333333,0,81
1644,27-06-2012,68.875,0,84
1645,28-06-2012,113.125,0,88
1646,29-06-2012,84.04347826,0,88
1647,30-06-2012,70.45833333,0,82
1648,01-07-2012,132.1363636,0.44,77
1649,02-07-2012,42.52173913,0.17,75
1650,03-07-2012,32.95652174,0,83
1651,04-07-2012,87.39130435,0,81
1652,05-07-2012,97.08333333,1.18,78
1653,06-07-2012,119.125,0.22,79
1654,07-07-2012,162.1666667,0.52,79
1655,08-07-2012,145.125,0.39,82
1656,09-07-2012,96.875,0,81
1657,10-07-2012,47.125,0,81
1658,11-07-2012,64.04166667,0,82
1659,12-07-2012,23.5,0,83
1660,13-07-2012,24.91666667,0,82
1661,14-07-2012,31.625,0,80
1662,15-07-2012,40.875,0,82
1663,16-07-2012,76.45833333,0,85
1664,17-07-2012,82,3.06,80
1665,18-07-2012,87.43478261,3.26,84
1666,19-07-2012,121.9583333,0,83
1667,20-07-2012,198.5416667,0,83
1668,21-07-2012,171.625,0.03,81
1669,22-07-2012,16,0.06,78
1670,23-07-2012,31.95833333,0.02,80
1671,24-07-2012,66.41666667,0.13,83
1672,25-07-2012,84.29166667,0,87
1673,26-07-2012,57.16666667,0,82
1674,27-07-2012,83.82608696,1.69,70
1675,28-07-2012,103.4375,0.85,70
1676,29-07-2012,NA,0,78
1677,30-07-2012,56.36363636,0,80
1678,31-07-2012,26.26086957,0,83
1679,01-08-2012,12.58333333,0,82
1680,02-08-2012,18.95833333,0,83
1681,03-08-2012,57.13043478,0,83
1682,04-08-2012,25.29166667,0,83
1683,05-08-2012,47,0,83
1684,06-08-2012,64.33333333,0,83
1685,07-08-2012,67.08333333,0.18,78
1686,08-08-2012,77.33333333,1.02,75
1687,09-08-2012,38.08333333,0.25,77
1688,10-08-2012,77.04166667,0.02,72
1689,11-08-2012,108,0,75
1690,12-08-2012,NA,0,80
1691,13-08-2012,25,0,78
1692,14-08-2012,55.30434783,0,76
1693,15-08-2012,52.375,0,79
1694,16-08-2012,76.54545455,0.02,79
1695,17-08-2012,124.0434783,0.01,77
1696,18-08-2012,180.3636364,0,74
1697,19-08-2012,NA,0,74
1698,20-08-2012,NA,0,74
1699,21-08-2012,15.09090909,0,75
1700,22-08-2012,19.83333333,0,78
1701,23-08-2012,77.20833333,0,79
1702,24-08-2012,85.625,0,81
1703,25-08-2012,124.9166667,0,85
1704,26-08-2012,155.7083333,0,83
1705,27-08-2012,67,0,82
1706,28-08-2012,84,0,79
1707,29-08-2012,103.7916667,2.5,72
1708,30-08-2012,239.0833333,0,71
1709,31-08-2012,185.4583333,0,71
1710,01-09-2012,160.7083333,0,69
1711,02-09-2012,33.95833333,0.09,66
1712,03-09-2012,9.458333333,0.35,69
1713,04-09-2012,13.25,0.01,73
1714,05-09-2012,32.29166667,0,73
1715,06-09-2012,90.375,0,74
1716,07-09-2012,85.66666667,0.02,72
1717,08-09-2012,49.29166667,0.03,70
1718,09-09-2012,110.4583333,0.01,67
1719,10-09-2012,131.2083333,0,69
1720,11-09-2012,107.2083333,0,68
1721,12-09-2012,20.45833333,0,69
1722,13-09-2012,14.625,0,70
1723,14-09-2012,16.47826087,0,71
1724,15-09-2012,33.08333333,0,72
1725,16-09-2012,55.47826087,0,72
1726,17-09-2012,42.41666667,0,71
1727,18-09-2012,32.79166667,0,72
1728,19-09-2012,51.79166667,0,72
1729,20-09-2012,112.4166667,0,71
1730,21-09-2012,152.625,0.04,68
1731,22-09-2012,106.4166667,0.02,69
1732,23-09-2012,108.25,0.12,62
1733,24-09-2012,63.625,0,67
1734,25-09-2012,63,0,63
1735,26-09-2012,26.26086957,0,67
1736,27-09-2012,38.57142857,0,64
1737,28-09-2012,2.958333333,0,64
1738,29-09-2012,14.20833333,0,67
1739,30-09-2012,14.625,0,69
1740,01-10-2012,51.25,0,64
1741,02-10-2012,148.5,0,64
1742,03-10-2012,65.26086957,0,65
1743,04-10-2012,12.79166667,0,65
1744,05-10-2012,43.75,0.09,65
1745,06-10-2012,95.875,0,62
1746,07-10-2012,126.125,0,59
1747,08-10-2012,252.5416667,0,60
1748,09-10-2012,124.5416667,0,62
1749,10-10-2012,16.625,0,56
1750,11-10-2012,127.375,0,57
1751,12-10-2012,167.625,0.27,57
1752,13-10-2012,43.33333333,0,51
1753,14-10-2012,40.83333333,0,54
1754,15-10-2012,103.0833333,0,53
1755,16-10-2012,43.13043478,0,57
1756,17-10-2012,22.70833333,0.48,52
1757,18-10-2012,60.08333333,0,53
1758,19-10-2012,169.3333333,0,54
1759,20-10-2012,215.0869565,0,56
1760,21-10-2012,48.41666667,0,55
1761,22-10-2012,26.29166667,0,56
1762,23-10-2012,72.625,0,61
1763,24-10-2012,108.7916667,0,54
1764,25-10-2012,191.3333333,0,53
1765,26-10-2012,279.875,0,47
1766,27-10-2012,158.4166667,0,48
1767,28-10-2012,24.625,0,48
1768,29-10-2012,39.70833333,0,49
1769,30-10-2012,31.30434783,0.89,47
1770,31-10-2012,27.75,1.93,37
1771,01-11-2012,94.95833333,0,45
1772,02-11-2012,161.2916667,0,44
1773,03-11-2012,148.75,0,47
1774,04-11-2012,19.375,0,44
1775,05-11-2012,26.95833333,0,47
1776,06-11-2012,80.95833333,0.29,44
1777,07-11-2012,67.45833333,0,40
1778,08-11-2012,53.16666667,0,42
1779,09-11-2012,105.1666667,0,39
1780,10-11-2012,77,0,37
1781,11-11-2012,11.79166667,0,37
1782,12-11-2012,21.04166667,0.09,39
1783,13-11-2012,13.04166667,0,38
1784,14-11-2012,35.875,0,40
1785,15-11-2012,143.125,0,41
1786,16-11-2012,121.0416667,0,40
1787,17-11-2012,63.625,0,38
1788,18-11-2012,130,0,39
1789,19-11-2012,23.15,0,35
1790,20-11-2012,121.625,0,33
1791,21-11-2012,259.6666667,0,38
1792,22-11-2012,160.5833333,0,38
1793,23-11-2012,42.125,0,34
1794,24-11-2012,150.5,0,37
1795,25-11-2012,160.6666667,0,30
1796,26-11-2012,27.04545455,0,28
1797,27-11-2012,185.25,0,26
1798,28-11-2012,23.08333333,0,25
1799,29-11-2012,69.04166667,0,32
1800,30-11-2012,36.25,0,28
1801,01-12-2012,81.375,0,28
1802,02-12-2012,235.0833333,0,22
1803,03-12-2012,69.04166667,0,26
1804,04-12-2012,91.91666667,0,20
1805,05-12-2012,14.20833333,0,25
1806,06-12-2012,70,0,26
1807,07-12-2012,59.83333333,0,24
1808,08-12-2012,13.16666667,0,28
1809,09-12-2012,22,0,30
1810,10-12-2012,71.33333333,0.2,32
1811,11-12-2012,137.0416667,0,34
1812,12-12-2012,196.375,0.01,30
1813,13-12-2012,222.7083333,0,27
1814,14-12-2012,208.2916667,0,24
1815,15-12-2012,261.5833333,0,24
1816,16-12-2012,139.875,0,24
1817,17-12-2012,32.54166667,0.02,27
1818,18-12-2012,37.79166667,0,23
1819,19-12-2012,191.875,0,15
1820,20-12-2012,240.0434783,0,15
1821,21-12-2012,128,0,16
1822,22-12-2012,24.375,0,16
1823,23-12-2012,11.83333333,0,17
1824,24-12-2012,NA,0.04,23
1825,25-12-2012,NA,0.02,25
1826,26-12-2012,NA,0,26
1827,27-12-2012,NA,0,21
1828,28-12-2012,238,,17
1829,29-12-2012,44.20833333,,13
1830,30-12-2012,18.33333333,,13
1831,31-12-2012,86.83333333,,15
1833,01-01-2013,15.69565217,,19
1834,02-01-2013,18.45833333,,20
1835,03-01-2013,24.5,,19
1836,04-01-2013,78.79166667,,19
1837,05-01-2013,66.41666667,0,22
1838,06-01-2013,131.0833333,0,22
1839,07-01-2013,144.1666667,0,22
1840,08-01-2013,131.75,0,24
1841,09-01-2013,50.16666667,,26
1842,10-01-2013,242.9166667,0,23
1843,11-01-2013,363.75,0,23
1844,12-01-2013,552.4782609,,24
1845,13-01-2013,435.173913,,24
1846,14-01-2013,306.0833333,0,30
1847,15-01-2013,113.826087,0.09,27
1848,16-01-2013,118.3913043,0.04,26
1849,17-01-2013,65.16666667,0,23
1850,18-01-2013,271.5416667,,25
1851,19-01-2013,202.9166667,,27
1852,20-01-2013,104.2083333,,20
1853,21-01-2013,150.2083333,,24
1854,22-01-2013,184.3333333,,25
1855,23-01-2013,386.3333333,,27
1856,24-01-2013,28.91666667,0,26
1857,25-01-2013,69.45833333,0,28
1858,26-01-2013,157.4583333,0.03,29
1859,27-01-2013,308.3333333,,28
1860,28-01-2013,399.375,,30
1861,29-01-2013,438.1304348,0.11,26
1862,30-01-2013,278.125,0.1,28
1863,31-01-2013,181.3333333,0.04,23
1864,01-02-2013,39.125,,21
1865,02-02-2013,44.91666667,,16
1866,03-02-2013,184.6666667,,19
1867,04-02-2013,42.58333333,,26
1868,05-02-2013,90.83333333,,25
1869,06-02-2013,99.875,,24
1870,07-02-2013,12.41666667,,30
1871,08-02-2013,56.45833333,,31
1872,09-02-2013,190.125,,30
1873,10-02-2013,60.5,,28
1874,11-02-2013,64.79166667,0,31
1875,12-02-2013,113.7083333,0,33
1876,13-02-2013,306.9166667,,29
1877,14-02-2013,85.26086957,,26
1878,15-02-2013,39.79166667,,30
1879,16-02-2013,136.8333333,,28
1880,17-02-2013,134.5416667,,33
1881,18-02-2013,22.79166667,,35
1882,19-02-2013,30.125,,34
1883,20-02-2013,83.29166667,0,29
1884,21-02-2013,201.875,0,35
1885,22-02-2013,95.29166667,,46
1886,23-02-2013,135.1666667,,37
1887,24-02-2013,340.625,,33
1888,25-02-2013,163,,31
1889,26-02-2013,205.5833333,,44
1890,27-02-2013,247.7083333,,46
1891,28-02-2013,236.0416667,,44
1892,01-03-2013,10.45833333,,42
1893,02-03-2013,42.70833333,,48
1894,03-03-2013,104.6666667,,47
1895,04-03-2013,24.60869565,,43
1896,05-03-2013,174.1666667,,42
1897,06-03-2013,228.6521739,0.01,45
1898,07-03-2013,309.7916667,0.17,38
1899,08-03-2013,237.2916667,0.02,38
1900,09-03-2013,67.58333333,0,38
1901,10-03-2013,39.25,,43
1902,11-03-2013,125.2083333,,48
1903,12-03-2013,149.1666667,,49
1904,13-03-2013,21.875,,42
1905,14-03-2013,107.9565217,0.18,34
1906,15-03-2013,248.25,0.02,36
1907,16-03-2013,273.9565217,0,40
1908,17-03-2013,339.0416667,,42
1909,18-03-2013,72.20833333,,39
1910,19-03-2013,54.29166667,,40
1911,20-03-2013,63.125,,42
1912,21-03-2013,153.8333333,,47
1913,22-03-2013,70.95833333,,51
1914,23-03-2013,57.04166667,,45
1915,24-03-2013,20.75,,42
1916,25-03-2013,112.4782609,,43
1917,26-03-2013,195.2916667,,42
1918,27-03-2013,97.375,,48
1919,28-03-2013,33.16666667,,51
1920,29-03-2013,98,,54
1921,30-03-2013,92.625,0.2,45
1922,31-03-2013,194.75,0,45
1923,01-04-2013,105.5833333,,48
1924,02-04-2013,111.0434783,0.01,50
1925,03-04-2013,127.625,,48
1926,04-04-2013,79.79166667,,47
1927,05-04-2013,66.25,,48
1928,06-04-2013,13.95833333,,51
1929,07-04-2013,79.20833333,,60
1930,08-04-2013,21.04166667,,61
1931,09-04-2013,11.5,,53
1932,10-04-2013,12,,55
1933,11-04-2013,18.43478261,,56
1934,12-04-2013,50.58333333,,53
1935,13-04-2013,61.375,,51
1936,14-04-2013,28.70833333,0,42
1937,15-04-2013,107,0,50
1938,16-04-2013,61,,55
1939,17-04-2013,47.875,,55
1940,18-04-2013,11.70833333,0,52
1941,19-04-2013,53.54166667,0,62
1942,20-04-2013,76.95833333,,60
1943,21-04-2013,130.9166667,,64
1944,22-04-2013,169.5833333,,64
1945,23-04-2013,203.2916667,,60
1946,24-04-2013,87.95833333,,72
1947,25-04-2013,13.54166667,,66
1948,26-04-2013,74.5,,66
1949,27-04-2013,70.29166667,0,64
1950,28-04-2013,75.54166667,0,64
1951,29-04-2013,27.125,,66
1952,30-04-2013,23.20833333,,70
1953,01-05-2013,44.33333333,,74
1954,02-05-2013,83.41666667,,74
1955,03-05-2013,63,0,69
1956,04-05-2013,85.875,0,59
1957,05-05-2013,178.7916667,,73
1958,06-05-2013,219.4166667,,74
1959,07-05-2013,177.5,,71
1960,08-05-2013,130.7083333,,72
1961,09-05-2013,48.41666667,,74
1962,10-05-2013,49.83333333,,71
1963,11-05-2013,54.125,,71
1964,12-05-2013,48.5,,69
1965,13-05-2013,94.95833333,,69
1966,14-05-2013,71.04166667,,67
1967,15-05-2013,68.625,,74
1968,16-05-2013,67.66666667,,73
1969,17-05-2013,106.125,,73
1970,18-05-2013,141.6470588,,74
1971,19-05-2013,54.91666667,0.81,73
1972,20-05-2013,46.58333333,,76
1973,21-05-2013,102,0.06,67
1974,22-05-2013,63.83333333,,68
1975,23-05-2013,81.83333333,0.06,70
1976,24-05-2013,120.9166667,0.03,75
1977,25-05-2013,61.70833333,0,82
1978,26-05-2013,105.0833333,,76
1979,27-05-2013,74.66666667,,77
1980,28-05-2013,122,0,72
1981,29-05-2013,21.54166667,,81
1982,30-05-2013,58.875,0.94,67
1983,31-05-2013,89.41666667,0,66
1984,01-06-2013,75.20833333,0,68
1985,02-06-2013,151.6666667,0.58,69
1986,03-06-2013,131.25,0,69
1987,04-06-2013,133.625,0.65,63
1988,05-06-2013,142.8333333,,69
1989,06-06-2013,154.9583333,0.31,68
1990,07-06-2013,137.4583333,,72
1991,08-06-2013,173.4166667,,77
1992,09-06-2013,62.54166667,,78
1993,10-06-2013,31.91666667,,79
1994,11-06-2013,62.70833333,0.05,72
1995,12-06-2013,65,,79
1996,13-06-2013,107.9583333,,82
1997,14-06-2013,107.2083333,,86
1998,15-06-2013,123.8333333,0,80
1999,16-06-2013,173.8333333,0,80
2000,17-06-2013,40.58333333,0.19,70
2001,18-06-2013,52.16666667,0.11,79
2002,19-06-2013,52.41666667,0.63,77
2003,20-06-2013,129.1304348,0.03,72
2004,21-06-2013,80.08333333,,79
2005,22-06-2013,59.16666667,,83
2006,23-06-2013,67.54166667,0.21,76
2007,24-06-2013,110.4583333,0.01,74
2008,25-06-2013,122.25,0.3,78
2009,26-06-2013,153.3333333,1.83,75
2010,27-06-2013,96.58333333,,86
2011,28-06-2013,301.0833333,,87
2012,29-06-2013,97.70833333,0,82
2013,30-06-2013,181.7083333,0,86
2014,01-07-2013,148.0416667,0.5,84
2015,02-07-2013,18.16666667,1.58,82
2016,03-07-2013,30.95833333,1.76,78
2017,04-07-2013,28.83333333,0.63,75
2018,05-07-2013,22.83333333,0.4,75
2019,06-07-2013,61.125,0.39,77
2020,07-07-2013,84.83333333,0,81
2021,08-07-2013,94.04166667,,81
2022,09-07-2013,87.91666667,0.75,79
2023,10-07-2013,37.125,0.5,76
2024,11-07-2013,40,0.28,80
2025,12-07-2013,70.29166667,0,82
2026,13-07-2013,108.7916667,0,77
2027,14-07-2013,88.16666667,0,80
2028,15-07-2013,63.41666667,0,83
2029,16-07-2013,27.375,0,81
2030,17-07-2013,87.5,0,81
2031,18-07-2013,134.0833333,,80
2032,19-07-2013,122.5,,87
2033,20-07-2013,99.04166667,,86
2034,21-07-2013,72.875,0.02,78
2035,22-07-2013,321.3333333,0,76
2036,23-07-2013,43.83333333,0,87
2037,24-07-2013,40.83333333,0.01,82
2038,25-07-2013,33.08333333,0.69,83
2039,26-07-2013,54.04166667,1.02,79
2040,27-07-2013,107.4166667,0.38,74
2041,28-07-2013,64,,79
2042,29-07-2013,66.33333333,,82
2043,30-07-2013,101.0833333,0.38,79
2044,31-07-2013,45.79166667,,81
2045,01-08-2013,44.91666667,0.96,83
2046,02-08-2013,70.95833333,0.13,78
2047,03-08-2013,32.91666667,,82
2048,04-08-2013,84.20833333,,85
2049,05-08-2013,44.41666667,,85
2050,06-08-2013,121.4583333,0.57,80
2051,07-08-2013,36.79166667,0.27,80
2052,08-08-2013,31.91666667,0.11,82
2053,09-08-2013,36.04166667,,84
2054,10-08-2013,88.33333333,0.5,85
2055,11-08-2013,123,,83
2056,12-08-2013,53.20833333,,84
2057,13-08-2013,79.41666667,,82
2058,14-08-2013,62.125,,82
2059,15-08-2013,100.9166667,0.04,78
2060,16-08-2013,107.6666667,0,78
2061,17-08-2013,44.66666667,0.01,76
2062,18-08-2013,15.83333333,0,80
2063,19-08-2013,25.13043478,0,80
2064,20-08-2013,92.08333333,,82
2065,21-08-2013,100.7391304,,81
2066,22-08-2013,196.173913,0.35,75
2067,23-08-2013,61.08333333,0.34,73
2068,24-08-2013,38.29166667,0.02,75
2069,25-08-2013,44.58333333,0,71
2070,26-08-2013,53.875,0.85,74
2071,27-08-2013,54.75,0,74
2072,28-08-2013,72.41666667,,72
2073,29-08-2013,36.58333333,0.04,74
2074,30-08-2013,177.3333333,1.05,67
2075,31-08-2013,23.75,0,70
2076,01-09-2013,48.04166667,0.49,70
2077,02-09-2013,58.33333333,0.17,72
2078,03-09-2013,95,0.23,71
2079,04-09-2013,82.33333333,0,70
2080,05-09-2013,24.875,,71
2081,06-09-2013,72.70833333,,72
2082,07-09-2013,80.79166667,0.33,72
2083,08-09-2013,103.4166667,0.04,69
2084,09-09-2013,82.83333333,0,71
2085,10-09-2013,64.54166667,,69
2086,11-09-2013,70.33333333,,71
2087,12-09-2013,150.9166667,0.26,68
2088,13-09-2013,102.0833333,0.02,71
2089,14-09-2013,73.75,0.02,70
2090,15-09-2013,23.33333333,,72
2091,16-09-2013,52.45833333,,73
2092,17-09-2013,101.375,0.25,69
2093,18-09-2013,119.9166667,0.07,56
2094,19-09-2013,124.1666667,0.03,59
2095,20-09-2013,65.20833333,0,61
2096,21-09-2013,51.20833333,,61
2097,22-09-2013,85.58333333,,63
2098,23-09-2013,42.70833333,,62
2099,24-09-2013,12.45833333,,64
2100,25-09-2013,16,,67
2101,26-09-2013,91.73913043,0.8,61
2102,27-09-2013,181.5,0.8,60
2103,28-09-2013,238.9166667,0,61
2104,29-09-2013,229.9166667,,61
2105,30-09-2013,149.2916667,,63
2106,01-10-2013,77.25,,61
2107,02-10-2013,19.16666667,,66
2108,03-10-2013,61.16666667,,61
2109,04-10-2013,153.4583333,,60
2110,05-10-2013,307.6666667,,60
2111,06-10-2013,219.75,,59
2112,07-10-2013,96.5,,64
2113,08-10-2013,106.3809524,0.06,58
2114,09-10-2013,141.875,0,48
2115,10-10-2013,89.33333333,0,49
2116,11-10-2013,56.04166667,,53
2117,12-10-2013,70.625,0,51
2118,13-10-2013,57.75,0.02,54
2119,14-10-2013,40.33333333,,55
2120,15-10-2013,21.58333333,,53
2121,16-10-2013,59.58333333,,51
2122,17-10-2013,160.75,0.1,52
2123,18-10-2013,245.7083333,,50
2124,19-10-2013,78.125,,52
2125,20-10-2013,28.5,,51
2126,21-10-2013,96.83333333,,49
2127,22-10-2013,187.3913043,,48
2128,23-10-2013,28.33333333,,51
2129,24-10-2013,22.66666667,,48
2130,25-10-2013,46.66666667,,46
2131,26-10-2013,66.58333333,,47
2132,27-10-2013,220.5416667,0.01,48
2133,28-10-2013,316,,49
2134,29-10-2013,42.5,,51
2135,30-10-2013,94.58333333,,51
2136,31-10-2013,162.8333333,,46
2137,01-11-2013,220.25,,52
2138,02-11-2013,281.0416667,,44
2139,03-11-2013,61,,46
2140,04-11-2013,47.04166667,,47
2141,05-11-2013,197.7083333,,40
2142,06-11-2013,125.5833333,,42
2143,07-11-2013,38.08333333,,46
2144,08-11-2013,162.125,,40
2145,09-11-2013,103.9583333,,45
2146,10-11-2013,19.08333333,,48
2147,11-11-2013,37.91666667,,44
2148,12-11-2013,63.625,,42
2149,13-11-2013,190.9583333,,39
2150,14-11-2013,73.16666667,,35
2151,15-11-2013,113,,39
2152,16-11-2013,55.625,,39
2153,17-11-2013,13.70833333,,41
2154,18-11-2013,11.5,,45
2155,19-11-2013,77.45833333,,44
2156,20-11-2013,75.20833333,,35
2157,21-11-2013,128.5833333,,35
2158,22-11-2013,167.875,,28
2159,23-11-2013,232.5,,36
2160,24-11-2013,102.875,,41
2161,25-11-2013,21.91666667,,37
2162,26-11-2013,28.70833333,,38
2163,27-11-2013,7.458333333,,37
2164,28-11-2013,25.5,,44
2165,29-11-2013,57.41666667,,43
2166,30-11-2013,37.58333333,,38
2167,01-12-2013,79.16666667,,35
2168,02-12-2013,133.5833333,,36
2169,03-12-2013,92.5,,41
2170,04-12-2013,116.25,,33
2171,05-12-2013,49.25,,34
2172,06-12-2013,154.6666667,,34
2173,07-12-2013,343.9166667,,25
2174,08-12-2013,232.25,,25
2175,09-12-2013,17.33333333,,29
2176,10-12-2013,29.5,,29
2177,11-12-2013,28.66666667,,29
2178,12-12-2013,23.16666667,,27
2179,13-12-2013,68.625,,23
2180,14-12-2013,63.70833333,,23
2181,15-12-2013,50.25,,27
2182,16-12-2013,181.75,,26
2183,17-12-2013,89.91666667,,23
2184,18-12-2013,50.125,,28
2185,19-12-2013,41.58333333,,25
2186,20-12-2013,82.73913043,,30
2187,21-12-2013,81.70833333,,29
2188,22-12-2013,177.9583333,,28
2189,23-12-2013,149.8333333,,31
2190,24-12-2013,315.9166667,,36
2191,25-12-2013,180.7083333,,38
2192,26-12-2013,14.625,,44
2193,27-12-2013,31.91666667,,39
2194,28-12-2013,60.75,,35
2195,29-12-2013,286.4583333,,35
2196,30-12-2013,474.3333333,,27
2197,31-12-2013,51.83333333,,33
2199,01-01-2014,54.69565217,,31
2200,02-01-2014,162.625,,24
2201,03-01-2014,61.91666667,,23
2202,04-01-2014,150.4166667,,24
2203,05-01-2014,104.0833333,,29
2204,06-01-2014,150.875,,25
2205,07-01-2014,121.3333333,,23
2206,08-01-2014,19.25,,25
2207,09-01-2014,32.41666667,,30
2208,10-01-2014,79.83333333,,31
2209,11-01-2014,156.7083333,,33
2210,12-01-2014,23.95833333,,33
2211,13-01-2014,119.8333333,,33
2212,14-01-2014,124.75,,31
2213,15-01-2014,191.7916667,,27
2214,16-01-2014,457.5,,27
2215,17-01-2014,167.5416667,,29
2216,18-01-2014,71.25,,38
2217,19-01-2014,131.1666667,,34
2218,20-01-2014,10.45833333,,29
2219,21-01-2014,42.375,,34
2220,22-01-2014,223.25,,30
2221,23-01-2014,289.375,,29
2222,24-01-2014,162.6666667,,35
2223,25-01-2014,34.20833333,,35
2224,26-01-2014,55.66666667,0,37
2225,27-01-2014,100.7916667,,38
2226,28-01-2014,43.91666667,,27
2227,29-01-2014,142.875,,26
2228,30-01-2014,75.16666667,,26
2229,31-01-2014,164.2916667,,30
2230,01-02-2014,156.8333333,0.14,25
2231,02-02-2014,74.375,0.1,24
2232,03-02-2014,7.416666667,0,21
